fir_id,date,day,station,location,ipc_sections,narrative,ground_truth_flag
UP-FIR-1896,2024-08-28,241,Rakabganj PS,"Rakabganj PS, Agra",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1896/2024 registered at Rakabganj PS, Agra. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Dhananjay Gupta, Babloo Pandey, Neeraj Nagar were identified operating in jurisdiction of Agra. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9450000442",local_crime
UP-FIR-1897,2024-07-16,198,Cantt PS,"Cantt PS, Ayodhya",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1897/2024 registered at Cantt PS, Ayodhya. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Pramod Gurjar, Deepak Khan were identified operating in jurisdiction of Ayodhya. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9719000907 operating vehicle registration UP-25-LM-5522.",local_crime
UP-FIR-1898,2024-07-01,183,Collectorganj PS,"Collectorganj PS, Kanpur Nagar",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1898/2024 registered at Collectorganj PS, Kanpur Nagar. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Sonu Mishra, Mahesh Khan, Pramod Tyagi were identified operating in jurisdiction of Kanpur Nagar. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9927001141",local_crime
UP-FIR-1899,2024-08-21,234,Gomti Nagar PS,"Gomti Nagar PS, Lucknow",Arms Act Sec 25/27,"Case Crime No. 1899/2024 registered at Gomti Nagar PS, Lucknow. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Chhotu Rawat, Mahesh Tyagi were identified operating in jurisdiction of Lucknow. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9125000546 operating vehicle registration UP-42-TZ-9384.",local_crime
UP-FIR-1900,2024-06-11,163,Partapur PS,"Partapur PS, Meerut",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1900/2024 registered at Partapur PS, Meerut. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Chhotu Chaudhary, Babloo Gupta were identified operating in jurisdiction of Meerut. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9839000124 operating vehicle registration UP-93-EF-2210.",syndicate
UP-FIR-1901,2024-06-08,160,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",Arms Act Sec 25/27,"Case Crime No. 1901/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Ravindra Chaudhary were identified operating in jurisdiction of Ayodhya. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9450000279",local_crime
UP-FIR-1902,2024-06-27,179,Cantt PS,"Cantt PS, Gorakhpur",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1902/2024 registered at Cantt PS, Gorakhpur. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Chhotu Gautam were identified operating in jurisdiction of Gorakhpur. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9412001616",local_crime
UP-FIR-1903,2024-08-17,230,Etmadpur PS,"Etmadpur PS, Agra",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1903/2024 registered at Etmadpur PS, Agra. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Akhilesh Khan, Rizwan Chauhan, Anil Tyagi were identified operating in jurisdiction of Agra. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9837001327",local_crime
UP-FIR-1904,2024-07-13,195,Bhelupur PS,"Bhelupur PS, Varanasi",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1904/2024 registered at Bhelupur PS, Varanasi. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Akhilesh Siddiqui were identified operating in jurisdiction of Varanasi. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9839000899",local_crime
UP-FIR-1905,2024-05-09,130,Knowledge Park PS,"Knowledge Park PS, Gautam Buddha Nagar (Noida)",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1905/2024 registered at Knowledge Park PS, Gautam Buddha Nagar (Noida). Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Virendra Dubey, Rizwan Nagar, Rakesh Shukla were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9450001593",local_crime
UP-FIR-1906,2024-04-02,93,Partapur PS,"Partapur PS, Meerut",IPC 302 / BNS 103 (Murder),"Case Crime No. 1906/2024 registered at Partapur PS, Meerut. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Neeraj Gurjar, Munna Yadav, Dhananjay Nishad were identified operating in jurisdiction of Meerut. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 8840001088 operating vehicle registration UP-53-TZ-8599.",local_crime
UP-FIR-1907,2024-02-09,40,Tajganj PS,"Tajganj PS, Agra",Arms Act Sec 25/27,"Case Crime No. 1907/2024 registered at Tajganj PS, Agra. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Mukhtar Tripathi, Munna Tomar were identified operating in jurisdiction of Agra. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9719000366",local_crime
UP-FIR-1908,2024-08-03,216,Sikandra PS,"Sikandra PS, Agra",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1908/2024 registered at Sikandra PS, Agra. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Satish Rawat, Anil Bind, Anil Srivastav were identified operating in jurisdiction of Agra. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9415000554 operating vehicle registration UP-53-NP-9520.",local_crime
UP-FIR-1909,2024-05-24,145,Alambagh PS,"Alambagh PS, Lucknow",IPC 302 / BNS 103 (Murder),"Case Crime No. 1909/2024 registered at Alambagh PS, Lucknow. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Satish Maurya were identified operating in jurisdiction of Lucknow. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9125001644",local_crime
UP-FIR-1910,2024-07-28,210,Kalyanpur PS,"Kalyanpur PS, Kanpur Nagar",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1910/2024 registered at Kalyanpur PS, Kanpur Nagar. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Ramesh Siddiqui, Pankaj Khan were identified operating in jurisdiction of Kanpur Nagar. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 8006001325 operating vehicle registration UP-14-EF-2629.",local_crime
UP-FIR-1911,2024-05-08,129,Civil Lines PS,"Civil Lines PS, Meerut",NDPS Act Sec 8/20/21,"Case Crime No. 1911/2024 registered at Civil Lines PS, Meerut. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Mukhtar Tripathi, Ravindra Tyagi, Akhilesh Srivastav were identified operating in jurisdiction of Meerut. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9719001633",local_crime
UP-FIR-1912,2024-04-05,96,Sector 39 PS,"Sector 39 PS, Gautam Buddha Nagar (Noida)",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1912/2024 registered at Sector 39 PS, Gautam Buddha Nagar (Noida). Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Pankaj Tyagi, Ajay Tyagi, Deepak Siddiqui were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9719000866",local_crime
UP-FIR-1913,2024-03-31,91,Alambagh PS,"Alambagh PS, Lucknow",NDPS Act Sec 8/20/21,"Case Crime No. 1913/2024 registered at Alambagh PS, Lucknow. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Sunil Pandey, Aslam Kushwaha, Dhananjay Rawat were identified operating in jurisdiction of Lucknow. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9125000786 operating vehicle registration UP-93-EF-3465.",local_crime
UP-FIR-1914,2024-06-07,159,Hari Parbat PS,"Hari Parbat PS, Agra",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1914/2024 registered at Hari Parbat PS, Agra. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Pankaj Srivastav were identified operating in jurisdiction of Agra. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9125000916 operating vehicle registration UP-78-EF-5675.",local_crime
UP-FIR-1915,2024-02-07,38,Sector 20 PS,"Sector 20 PS, Gautam Buddha Nagar (Noida)",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1915/2024 registered at Sector 20 PS, Gautam Buddha Nagar (Noida). Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Gufran Rajput were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9450000821 operating vehicle registration UP-32-TZ-4060.",local_crime
UP-FIR-1916,2024-04-25,116,Sihani Gate PS,"Sihani Gate PS, Ghaziabad",Arms Act Sec 25/27,"Case Crime No. 1916/2024 registered at Sihani Gate PS, Ghaziabad. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Alok Srivastav, Babloo Gupta were identified operating in jurisdiction of Ghaziabad. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9927000120",syndicate
UP-FIR-1917,2024-03-09,69,Naini PS,"Naini PS, Prayagraj",IPC 302 / BNS 103 (Murder),"Case Crime No. 1917/2024 registered at Naini PS, Prayagraj. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Imran Dubey, Gufran Bind, Pankaj Srivastav were identified operating in jurisdiction of Prayagraj. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9719000516 operating vehicle registration UP-25-EF-8874.",local_crime
UP-FIR-1918,2024-03-17,77,Civil Lines PS,"Civil Lines PS, Meerut",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1918/2024 registered at Civil Lines PS, Meerut. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Alok Tripathi, Virendra Shukla were identified operating in jurisdiction of Meerut. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9839000915",local_crime
UP-FIR-1919,2024-07-12,194,Kotwali PS,"Kotwali PS, Bareilly",NDPS Act Sec 8/20/21,"Case Crime No. 1919/2024 registered at Kotwali PS, Bareilly. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Dharmendra Tomar, Brijesh Bind were identified operating in jurisdiction of Bareilly. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9125001578 operating vehicle registration UP-70-RS-6930.",local_crime
UP-FIR-1920,2024-03-25,85,Sahibabad PS,"Sahibabad PS, Ghaziabad",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1920/2024 registered at Sahibabad PS, Ghaziabad. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Pappu Tripathi, Pappu Rajput, Pankaj Mishra were identified operating in jurisdiction of Ghaziabad. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9839000233",local_crime
UP-FIR-1921,2024-07-08,190,Izzatnagar PS,"Izzatnagar PS, Bareilly",IPC 302 / BNS 103 (Murder),"Case Crime No. 1921/2024 registered at Izzatnagar PS, Bareilly. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Sanjay Ansari, Ravindra Gupta, Babloo Nagar were identified operating in jurisdiction of Bareilly. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9719001361",local_crime
UP-FIR-1922,2024-03-11,71,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1922/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Tariq Tripathi were identified operating in jurisdiction of Ayodhya. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9839001935",local_crime
UP-FIR-1923,2024-08-20,233,Mahanagar PS,"Mahanagar PS, Lucknow",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1923/2024 registered at Mahanagar PS, Lucknow. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Ramesh Tomar, Sunil Gupta, Vikram Nishad were identified operating in jurisdiction of Lucknow. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7007001300",local_crime
UP-FIR-1924,2024-07-07,189,Hazratganj PS,"Hazratganj PS, Lucknow",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1924/2024 registered at Hazratganj PS, Lucknow. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Tariq Gautam, Virendra Tripathi, Neeraj Gurjar were identified operating in jurisdiction of Lucknow. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9839000116",syndicate
UP-FIR-1925,2024-08-21,234,Civil Lines PS,"Civil Lines PS, Meerut",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1925/2024 registered at Civil Lines PS, Meerut. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Abhay Nishad, Rakesh Pal, Dharmendra Shukla were identified operating in jurisdiction of Meerut. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9450000093",syndicate
UP-FIR-1926,2024-05-18,139,Kavi Nagar PS,"Kavi Nagar PS, Ghaziabad",IPC 302 / BNS 103 (Murder),"Case Crime No. 1926/2024 registered at Kavi Nagar PS, Ghaziabad. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Satish Gurjar, Abhay Tyagi were identified operating in jurisdiction of Ghaziabad. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9125000313",local_crime
UP-FIR-1927,2024-08-28,241,Kotwali PS,"Kotwali PS, Bareilly",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1927/2024 registered at Kotwali PS, Bareilly. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Akhilesh Yadav, Imran Pandey, Santosh Bind were identified operating in jurisdiction of Bareilly. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9719001173",local_crime
UP-FIR-1928,2024-04-06,97,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1928/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Imran Qureshi, Brijesh Chauhan were identified operating in jurisdiction of Ayodhya. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9415000978 operating vehicle registration UP-53-RS-6729.",local_crime
UP-FIR-1929,2024-03-01,61,Kotwali PS,"Kotwali PS, Jhansi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1929/2024 registered at Kotwali PS, Jhansi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Abhay Khan, Satish Dubey were identified operating in jurisdiction of Jhansi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9927001222",local_crime
UP-FIR-1930,2024-07-24,206,Kavi Nagar PS,"Kavi Nagar PS, Ghaziabad",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1930/2024 registered at Kavi Nagar PS, Ghaziabad. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Aslam Gautam, Sanjay Srivastav, Deepak Dubey were identified operating in jurisdiction of Ghaziabad. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9125001237",local_crime
UP-FIR-1931,2024-06-09,161,Gomti Nagar PS,"Gomti Nagar PS, Lucknow",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1931/2024 registered at Gomti Nagar PS, Lucknow. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Deepak Singh, Pankaj Gurjar, Rizwan Jaiswal were identified operating in jurisdiction of Lucknow. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 7500001475 operating vehicle registration UP-25-CD-5179.",local_crime
UP-FIR-1932,2024-01-26,26,Sector 39 PS,"Sector 39 PS, Gautam Buddha Nagar (Noida)",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1932/2024 registered at Sector 39 PS, Gautam Buddha Nagar (Noida). Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Munna Tripathi, Dhananjay Tyagi were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8840001025 operating vehicle registration UP-78-EF-7528.",local_crime
UP-FIR-1933,2024-07-23,205,Dhoomanganj PS,"Dhoomanganj PS, Prayagraj",NDPS Act Sec 8/20/21,"Case Crime No. 1933/2024 registered at Dhoomanganj PS, Prayagraj. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Babloo Gupta, Munna Gurjar, Alok Chaudhary were identified operating in jurisdiction of Prayagraj. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 7007001504",local_crime
UP-FIR-1934,2024-05-10,131,Kotwali PS,"Kotwali PS, Ghaziabad",Arms Act Sec 25/27,"Case Crime No. 1934/2024 registered at Kotwali PS, Ghaziabad. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Anil Chaudhary were identified operating in jurisdiction of Ghaziabad. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9125001945",local_crime
UP-FIR-1935,2024-03-23,83,Ramgarh Tal PS,"Ramgarh Tal PS, Gorakhpur",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1935/2024 registered at Ramgarh Tal PS, Gorakhpur. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Mukhtar Kushwaha were identified operating in jurisdiction of Gorakhpur. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 8840000399",local_crime
UP-FIR-1936,2024-05-22,143,Baradari PS,"Baradari PS, Bareilly",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1936/2024 registered at Baradari PS, Bareilly. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Pankaj Srivastav, Deepak Gautam, Satish Shukla were identified operating in jurisdiction of Bareilly. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9837000522",local_crime
UP-FIR-1937,2024-04-22,113,Kotwali PS,"Kotwali PS, Ayodhya",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1937/2024 registered at Kotwali PS, Ayodhya. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Satish Mishra were identified operating in jurisdiction of Ayodhya. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9927001215",local_crime
UP-FIR-1938,2024-07-25,207,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1938/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Sanjay Rajput were identified operating in jurisdiction of Ayodhya. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9125001720",local_crime
UP-FIR-1939,2024-01-07,7,Sikandra PS,"Sikandra PS, Agra",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1939/2024 registered at Sikandra PS, Agra. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Sanjay Mishra were identified operating in jurisdiction of Agra. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9412001342",local_crime
UP-FIR-1940,2024-08-01,214,Collectorganj PS,"Collectorganj PS, Kanpur Nagar",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1940/2024 registered at Collectorganj PS, Kanpur Nagar. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Pappu Gupta, Ravindra Chaudhary, Brijesh Kushwaha were identified operating in jurisdiction of Kanpur Nagar. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 7500000280",local_crime
UP-FIR-1941,2024-04-01,92,Cantt PS,"Cantt PS, Ayodhya",NDPS Act Sec 8/20/21,"Case Crime No. 1941/2024 registered at Cantt PS, Ayodhya. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Mukhtar Gautam, Satish Mishra were identified operating in jurisdiction of Ayodhya. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9927001220",local_crime
UP-FIR-1942,2024-06-22,174,Kareli PS,"Kareli PS, Prayagraj",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1942/2024 registered at Kareli PS, Prayagraj. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Mahesh Tripathi, Dharmendra Singh were identified operating in jurisdiction of Prayagraj. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9839000388",local_crime
UP-FIR-1943,2024-05-16,137,Nawabad PS,"Nawabad PS, Jhansi",NDPS Act Sec 8/20/21,"Case Crime No. 1943/2024 registered at Nawabad PS, Jhansi. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Sonu Pandey, Abhay Tripathi were identified operating in jurisdiction of Jhansi. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9927001792 operating vehicle registration UP-15-GH-0569.",local_crime
UP-FIR-1944,2024-07-05,187,Kotwali PS,"Kotwali PS, Ayodhya",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1944/2024 registered at Kotwali PS, Ayodhya. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Atiq Pandey, Dhananjay Verma were identified operating in jurisdiction of Ayodhya. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9719000621",local_crime
UP-FIR-1945,2024-03-12,72,Etmadpur PS,"Etmadpur PS, Agra",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1945/2024 registered at Etmadpur PS, Agra. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Bablu Gurjar, Rajesh Nishad were identified operating in jurisdiction of Agra. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7500000520",local_crime
UP-FIR-1946,2024-04-16,107,Shahpur PS,"Shahpur PS, Gorakhpur",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1946/2024 registered at Shahpur PS, Gorakhpur. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Rizwan Gautam were identified operating in jurisdiction of Gorakhpur. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9837001064 operating vehicle registration UP-80-NP-8191.",local_crime
UP-FIR-1947,2024-06-08,160,Sikandra PS,"Sikandra PS, Agra",Arms Act Sec 25/27,"Case Crime No. 1947/2024 registered at Sikandra PS, Agra. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Mukhtar Gautam, Sunil Ansari were identified operating in jurisdiction of Agra. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8840000929",local_crime
UP-FIR-1948,2024-03-20,80,Knowledge Park PS,"Knowledge Park PS, Gautam Buddha Nagar (Noida)",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1948/2024 registered at Knowledge Park PS, Gautam Buddha Nagar (Noida). Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Virendra Gupta, Vikram Kushwaha were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9125000638",local_crime
UP-FIR-1949,2024-03-02,62,Collectorganj PS,"Collectorganj PS, Kanpur Nagar",NDPS Act Sec 8/20/21,"Case Crime No. 1949/2024 registered at Collectorganj PS, Kanpur Nagar. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Aslam Rawat were identified operating in jurisdiction of Kanpur Nagar. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 8840000830",local_crime
UP-FIR-1950,2024-05-14,135,Chinhat PS,"Chinhat PS, Lucknow",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1950/2024 registered at Chinhat PS, Lucknow. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Guddu Tripathi, Aslam Chaudhary, Rizwan Gurjar were identified operating in jurisdiction of Lucknow. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8840000740 operating vehicle registration UP-32-JK-2683.",local_crime
UP-FIR-1951,2024-07-21,203,Tiwaripur PS,"Tiwaripur PS, Gorakhpur",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1951/2024 registered at Tiwaripur PS, Gorakhpur. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Manoj Nishad, Dhananjay Nagar were identified operating in jurisdiction of Gorakhpur. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7007000398 operating vehicle registration UP-78-CD-6868.",local_crime
UP-FIR-1952,2024-06-09,161,Kotwali PS,"Kotwali PS, Ayodhya",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1952/2024 registered at Kotwali PS, Ayodhya. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Tariq Verma were identified operating in jurisdiction of Ayodhya. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840000449",local_crime
UP-FIR-1953,2024-08-07,220,Chinhat PS,"Chinhat PS, Lucknow",Arms Act Sec 25/27,"Case Crime No. 1953/2024 registered at Chinhat PS, Lucknow. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Manoj Tripathi, Alok Qureshi, Mahesh Kushwaha were identified operating in jurisdiction of Lucknow. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9719000610 operating vehicle registration UP-15-AB-0473.",local_crime
UP-FIR-1954,2024-06-20,172,Dhoomanganj PS,"Dhoomanganj PS, Prayagraj",IPC 302 / BNS 103 (Murder),"Case Crime No. 1954/2024 registered at Dhoomanganj PS, Prayagraj. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Imran Chauhan, Imran Yadav were identified operating in jurisdiction of Prayagraj. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 7007001859",local_crime
UP-FIR-1955,2024-08-25,238,Izzatnagar PS,"Izzatnagar PS, Bareilly",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1955/2024 registered at Izzatnagar PS, Bareilly. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Rakesh Chauhan were identified operating in jurisdiction of Bareilly. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9837000478",local_crime
